îN,åé,ì˙,éûÅiUTCÅj,ë‰ïóî‘çÜ,ë‰ïóñº,äKãâ,à‹ìx,åoìx,íÜêSãCà≥,ç≈ëÂïóë¨,50KTí∑åaï˚å¸,50KTí∑åa,50KTíZåa,30KTí∑åaï˚å¸,30KTí∑åa,30KTíZåa,è„ó§
2013,1,1,0,1301,SONAMU,2,4.1,141.7,1006,0,0,0,0,0,0,0,0
2013,1,1,6,1301,SONAMU,2,4.4,139.5,1004,0,0,0,0,0,0,0,0
2013,1,1,12,1301,SONAMU,2,4.6,137.2,1006,0,0,0,0,0,0,0,0
2013,1,1,18,1301,SONAMU,2,5.3,135.0,1006,0,0,0,0,0,0,0,0
2013,1,2,0,1301,SONAMU,2,6.1,132.6,1006,0,0,0,0,0,0,0,0
2013,1,2,6,1301,SONAMU,2,6.7,130.4,1004,0,0,0,0,0,0,0,0
2013,1,2,12,1301,SONAMU,2,7.4,128.4,1006,0,0,0,0,0,0,0,0
2013,1,2,18,1301,SONAMU,2,8.0,126.2,1004,0,0,0,0,0,0,0,0
2013,1,3,0,1301,SONAMU,2,8.4,123.7,1006,0,0,0,0,0,0,0,0
2013,1,3,6,1301,SONAMU,2,8.4,121.6,1004,0,0,0,0,0,0,0,0
2013,1,3,12,1301,SONAMU,3,8.6,119.6,1002,35,0,0,0,9,90,90,0
2013,1,3,18,1301,SONAMU,3,8.5,117.9,1002,35,0,0,0,7,120,90,0
2013,1,4,0,1301,SONAMU,3,8.4,116.2,1002,35,0,0,0,7,120,90,0
2013,1,4,6,1301,SONAMU,3,8.2,115.4,998,40,0,0,0,7,120,90,0
2013,1,4,12,1301,SONAMU,3,8.1,114.2,996,40,0,0,0,7,120,90,0
2013,1,4,18,1301,SONAMU,3,8.0,113.0,992,45,0,0,0,7,120,90,0
2013,1,5,0,1301,SONAMU,4,7.9,112.2,990,50,0,0,0,7,120,90,0
2013,1,5,6,1301,SONAMU,4,7.7,111.6,990,50,0,0,0,7,140,90,0
2013,1,5,12,1301,SONAMU,4,7.5,111.1,990,50,0,0,0,7,150,90,0
2013,1,5,18,1301,SONAMU,4,7.3,110.4,990,50,0,0,0,7,150,90,0
2013,1,6,0,1301,SONAMU,4,7.3,109.9,990,50,0,0,0,7,140,90,0
2013,1,6,6,1301,SONAMU,3,7.2,109.3,994,45,0,0,0,7,120,90,0
2013,1,6,12,1301,SONAMU,3,7.1,108.8,994,45,0,0,0,7,120,90,0
2013,1,6,18,1301,SONAMU,3,6.9,108.3,994,45,0,0,0,7,120,90,0
2013,1,7,0,1301,SONAMU,3,6.5,108.1,994,45,0,0,0,7,120,90,0
2013,1,7,6,1301,SONAMU,3,6.2,108.1,996,40,0,0,0,7,120,90,0
2013,1,7,12,1301,SONAMU,3,6.0,108.2,998,35,0,0,0,7,120,90,0
2013,1,7,18,1301,SONAMU,3,5.8,108.2,1000,35,0,0,0,7,120,90,0
2013,1,8,0,1301,SONAMU,2,5.6,108.5,1004,0,0,0,0,0,0,0,0
2013,1,8,6,1301,SONAMU,2,5.4,109.0,1006,0,0,0,0,0,0,0,0
2013,1,8,12,1301,SONAMU,2,5.0,109.4,1008,0,0,0,0,0,0,0,0
2013,1,8,18,1301,SONAMU,2,4.6,109.8,1006,0,0,0,0,0,0,0,0
2013,1,9,0,1301,SONAMU,2,4.3,110.4,1006,0,0,0,0,0,0,0,0
2013,1,9,6,1301,SONAMU,2,4.0,110.7,1006,0,0,0,0,0,0,0,0
2013,1,9,12,1301,SONAMU,2,3.6,111.2,1006,0,0,0,0,0,0,0,0
2013,1,9,18,1301,SONAMU,2,3.2,111.5,1006,0,0,0,0,0,0,0,0
2013,1,10,0,1301,SONAMU,2,3.3,112.0,1008,0,0,0,0,0,0,0,0
2013,2,18,6,1302,SHANSHAN,2,5.0,131.0,1002,0,0,0,0,0,0,0,0
2013,2,18,12,1302,SHANSHAN,2,5.6,129.3,1002,0,0,0,0,0,0,0,0
2013,2,18,18,1302,SHANSHAN,2,5.9,127.5,1002,0,0,0,0,0,0,0,0
2013,2,19,0,1302,SHANSHAN,2,5.7,126.6,1004,0,0,0,0,0,0,0,0
2013,2,19,6,1302,SHANSHAN,2,5.3,125.4,1004,0,0,0,0,0,0,0,0
2013,2,19,12,1302,SHANSHAN,2,5.9,124.2,1004,0,0,0,0,0,0,0,0
2013,2,19,18,1302,SHANSHAN,2,7.1,122.8,1004,0,0,0,0,0,0,0,0
2013,2,20,0,1302,SHANSHAN,2,7.4,121.3,1004,0,0,0,0,0,0,0,0
2013,2,20,6,1302,SHANSHAN,2,7.5,120.7,1002,0,0,0,0,0,0,0,0
2013,2,20,12,1302,SHANSHAN,2,7.5,120.0,1004,0,0,0,0,0,0,0,0
2013,2,20,18,1302,SHANSHAN,2,7.5,118.0,1004,0,0,0,0,0,0,0,0
2013,2,21,0,1302,SHANSHAN,2,7.7,115.5,1004,0,0,0,0,0,0,0,0
2013,2,21,6,1302,SHANSHAN,2,7.0,112.7,1004,0,0,0,0,0,0,0,0
2013,2,21,12,1302,SHANSHAN,2,6.5,111.6,1004,0,0,0,0,0,0,0,0
2013,2,21,18,1302,SHANSHAN,3,5.9,110.3,1002,35,0,0,0,7,240,120,0
2013,2,22,0,1302,SHANSHAN,3,5.4,110.1,1002,35,0,0,0,7,240,120,0
2013,2,22,6,1302,SHANSHAN,3,5.2,109.9,1002,35,0,0,0,7,240,120,0
2013,2,22,12,1302,SHANSHAN,2,5.0,109.7,1004,0,0,0,0,0,0,0,0
2013,2,22,18,1302,SHANSHAN,2,4.7,109.6,1004,0,0,0,0,0,0,0,0
2013,2,23,0,1302,SHANSHAN,2,4.2,109.3,1006,0,0,0,0,0,0,0,0
2013,6,6,18,1303,YAGI,2,12.9,128.5,1006,0,0,0,0,0,0,0,0
2013,6,7,0,1303,YAGI,2,13.3,129.0,1006,0,0,0,0,0,0,0,0
2013,6,7,6,1303,YAGI,2,13.8,129.4,1004,0,0,0,0,0,0,0,0
2013,6,7,12,1303,YAGI,2,14.6,129.6,1004,0,0,0,0,0,0,0,0
2013,6,7,18,1303,YAGI,2,15.5,129.5,1004,0,0,0,0,0,0,0,0
2013,6,8,0,1303,YAGI,2,16.4,129.4,1004,0,0,0,0,0,0,0,0
2013,6,8,6,1303,YAGI,2,17.0,129.8,1002,0,0,0,0,0,0,0,0
2013,6,8,12,1303,YAGI,3,17.8,130.1,1000,35,0,0,0,3,150,120,0
2013,6,8,18,1303,YAGI,3,18.7,130.5,998,35,0,0,0,3,150,120,0
2013,6,9,0,1303,YAGI,3,19.7,131.0,996,35,0,0,0,3,180,120,0
2013,6,9,6,1303,YAGI,3,20.5,131.5,994,35,0,0,0,3,180,120,0
2013,6,9,12,1303,YAGI,3,20.9,132.0,994,35,0,0,0,3,180,120,0
2013,6,9,18,1303,YAGI,3,21.3,132.6,992,40,0,0,0,3,180,120,0
2013,6,10,0,1303,YAGI,3,22.3,133.3,992,40,0,0,0,3,210,150,0
2013,6,10,6,1303,YAGI,3,23.4,134.1,992,40,0,0,0,3,210,150,0
2013,6,10,12,1303,YAGI,3,24.4,134.9,990,45,0,0,0,2,180,120,0
2013,6,10,18,1303,YAGI,3,25.9,135.7,990,45,0,0,0,2,180,120,0
2013,6,11,0,1303,YAGI,3,27.6,136.2,990,45,0,0,0,2,200,130,0
2013,6,11,6,1303,YAGI,3,29.1,136.9,990,45,0,0,0,2,200,130,0
2013,6,11,12,1303,YAGI,3,29.9,136.8,994,40,0,0,0,2,200,130,0
2013,6,11,18,1303,YAGI,3,30.5,136.8,996,35,0,0,0,2,180,120,0
2013,6,12,0,1303,YAGI,3,31.0,137.2,998,35,0,0,0,2,170,120,0
2013,6,12,6,1303,YAGI,6,31.1,137.9,1000,0,0,0,0,0,0,0,0
2013,6,12,12,1303,YAGI,6,31.3,138.7,1000,0,0,0,0,0,0,0,0
2013,6,12,18,1303,YAGI,6,31.8,139.5,1002,0,0,0,0,0,0,0,0
2013,6,13,0,1303,YAGI,6,32.4,139.2,1004,0,0,0,0,0,0,0,0
2013,6,13,6,1303,YAGI,6,32.2,139.5,1004,0,0,0,0,0,0,0,0
2013,6,13,12,1303,YAGI,6,31.6,139.2,1006,0,0,0,0,0,0,0,0
2013,6,13,18,1303,YAGI,6,31.1,139.3,1006,0,0,0,0,0,0,0,0
2013,6,14,0,1303,YAGI,6,31.0,139.2,1008,0,0,0,0,0,0,0,0
2013,6,14,6,1303,YAGI,6,30.8,139.4,1008,0,0,0,0,0,0,0,0
2013,6,14,12,1303,YAGI,6,30.7,139.5,1010,0,0,0,0,0,0,0,0
2013,6,14,18,1303,YAGI,6,30.7,139.7,1008,0,0,0,0,0,0,0,0
2013,6,15,0,1303,YAGI,6,30.7,140.0,1010,0,0,0,0,0,0,0,0
2013,6,15,6,1303,YAGI,6,30.7,140.3,1008,0,0,0,0,0,0,0,0
2013,6,15,12,1303,YAGI,6,30.6,141.2,1008,0,0,0,0,0,0,0,0
2013,6,15,18,1303,YAGI,6,30.8,141.7,1006,0,0,0,0,0,0,0,0
2013,6,16,0,1303,YAGI,6,30.8,141.9,1006,0,0,0,0,0,0,0,0
2013,6,16,6,1303,YAGI,6,31.3,142.8,1004,0,0,0,0,0,0,0,0
2013,6,16,6,1304,LEEPI,2,12.0,128.2,1004,0,0,0,0,0,0,0,0
2013,6,16,12,1304,LEEPI,2,12.6,127.6,1004,0,0,0,0,0,0,0,0
2013,6,16,18,1304,LEEPI,2,12.9,127.1,1002,0,0,0,0,0,0,0,0
2013,6,17,0,1304,LEEPI,2,13.3,126.9,1002,0,0,0,0,0,0,0,0
2013,6,17,6,1304,LEEPI,2,13.9,126.8,1000,0,0,0,0,0,0,0,0
2013,6,17,12,1304,LEEPI,2,14.5,126.6,1000,0,0,0,0,0,0,0,0
2013,6,17,18,1304,LEEPI,2,15.5,126.6,998,0,0,0,0,0,0,0,0
2013,6,18,0,1304,LEEPI,3,16.6,126.6,998,35,0,0,0,1,325,180,0
2013,6,18,6,1304,LEEPI,3,17.7,126.6,996,35,0,0,0,1,325,180,0
2013,6,18,12,1304,LEEPI,3,18.9,126.2,996,35,0,0,0,1,325,180,0
2013,6,18,18,1304,LEEPI,3,19.7,125.7,994,40,0,0,0,1,325,180,0
2013,6,19,0,1304,LEEPI,3,21.0,125.3,994,40,0,0,0,2,325,180,0
2013,6,19,6,1304,LEEPI,3,22.3,125.2,994,40,0,0,0,2,325,180,0
2013,6,19,12,1304,LEEPI,3,24.1,125.4,994,40,0,0,0,3,350,150,0
2013,6,19,15,1304,LEEPI,3,24.6,125.3,994,40,0,0,0,3,350,150,0
2013,6,19,18,1304,LEEPI,3,25.2,124.9,994,40,0,0,0,3,350,150,0
2013,6,19,21,1304,LEEPI,3,26.1,124.9,994,40,0,0,0,3,350,150,0
2013,6,20,0,1304,LEEPI,3,26.8,124.8,994,40,0,0,0,3,350,150,0
2013,6,20,6,1304,LEEPI,3,28.5,125.2,994,40,0,0,0,3,350,150,0
2013,6,20,12,1304,LEEPI,3,30.0,125.7,996,35,0,0,0,3,300,150,0
2013,6,20,18,1304,LEEPI,3,31.0,126.3,998,35,0,0,0,3,250,150,0
2013,6,20,21,1304,LEEPI,3,31.8,127.0,998,35,0,0,0,3,250,150,0
2013,6,21,0,1304,LEEPI,6,32.0,127.0,1002,0,0,0,0,0,0,0,0
2013,6,21,6,1304,LEEPI,6,32.8,129.9,1002,0,0,0,0,0,0,0,0
2013,6,21,12,1304,LEEPI,6,32.4,135.7,1004,0,0,0,0,0,0,0,0
2013,6,21,18,1304,LEEPI,6,32.7,140.1,1000,0,0,0,0,0,0,0,0
2013,6,22,0,1304,LEEPI,6,33.4,145.9,1000,0,0,0,0,0,0,0,0
2013,6,22,6,1304,LEEPI,6,34.2,150.1,1000,0,0,0,0,0,0,0,0
2013,6,22,12,1304,LEEPI,6,35.0,153.5,1000,0,0,0,0,0,0,0,0
2013,6,22,18,1304,LEEPI,6,36.6,157.2,1000,0,0,0,0,0,0,0,0
2013,6,23,0,1304,LEEPI,6,38.1,161.0,1000,0,0,0,0,0,0,0,0
2013,6,23,6,1304,LEEPI,6,43.1,170.4,1004,0,0,0,0,0,0,0,0
2013,6,23,12,1304,LEEPI,6,44.5,174.0,1004,0,0,0,0,0,0,0,0
2013,6,23,18,1304,LEEPI,6,46.0,177.9,1008,0,0,0,0,0,0,0,0
2013,6,19,18,1305,BEBINCA,2,14.8,116.9,1002,0,0,0,0,0,0,0,0
2013,6,20,0,1305,BEBINCA,2,15.7,117.4,1002,0,0,0,0,0,0,0,0
2013,6,20,6,1305,BEBINCA,2,16.4,117.6,1000,0,0,0,0,0,0,0,0
2013,6,20,12,1305,BEBINCA,2,17.2,117.4,1000,0,0,0,0,0,0,0,0
