îN,åé,ì˙,éûÅiUTCÅj,ë‰ïóî‘çÜ,ë‰ïóñº,äKãâ,à‹ìx,åoìx,íÜêSãCà≥,ç≈ëÂïóë¨,50KTí∑åaï˚å¸,50KTí∑åa,50KTíZåa,30KTí∑åaï˚å¸,30KTí∑åa,30KTíZåa,è„ó§
2010,3,22,12,1001,OMAIS,2,8.4,141.7,1006,0,0,0,0,0,0,0,0
2010,3,22,18,1001,OMAIS,2,8.9,140.7,1004,0,0,0,0,0,0,0,0
2010,3,23,0,1001,OMAIS,2,9.4,139.7,1002,0,0,0,0,0,0,0,0
2010,3,23,6,1001,OMAIS,2,10.0,138.7,1002,0,0,0,0,0,0,0,0
2010,3,23,12,1001,OMAIS,2,10.4,137.3,1004,0,0,0,0,0,0,0,0
2010,3,23,18,1001,OMAIS,2,10.8,136.4,1002,0,0,0,0,0,0,0,0
2010,3,24,0,1001,OMAIS,2,11.5,135.5,1000,0,0,0,0,0,0,0,0
2010,3,24,6,1001,OMAIS,2,12.7,134.5,1000,0,0,0,0,0,0,0,0
2010,3,24,12,1001,OMAIS,3,13.6,133.4,998,35,0,0,0,1,90,70,0
2010,3,24,18,1001,OMAIS,3,14.1,132.9,998,35,0,0,0,1,90,70,0
2010,3,25,0,1001,OMAIS,3,14.8,132.5,998,35,0,0,0,1,90,70,0
2010,3,25,6,1001,OMAIS,3,15.6,132.3,998,35,0,0,0,1,90,70,0
2010,3,25,12,1001,OMAIS,3,16.4,132.2,998,35,0,0,0,1,90,70,0
2010,3,25,18,1001,OMAIS,3,17.0,132.2,1000,35,0,0,0,1,90,70,0
2010,3,26,0,1001,OMAIS,2,17.4,131.9,1004,0,0,0,0,0,0,0,0
2010,3,26,6,1001,OMAIS,2,17.6,131.8,1006,0,0,0,0,0,0,0,0
2010,3,26,12,1001,OMAIS,2,17.7,132.1,1008,0,0,0,0,0,0,0,0
2010,7,11,12,1002,CONSON,2,13.9,132.6,1008,0,0,0,0,0,0,0,0
2010,7,11,18,1002,CONSON,2,14.2,131.8,1004,0,0,0,0,0,0,0,0
2010,7,12,0,1002,CONSON,3,14.3,130.3,1000,35,0,0,0,1,80,60,0
2010,7,12,6,1002,CONSON,3,14.1,129.3,994,45,0,0,0,1,80,60,0
2010,7,12,12,1002,CONSON,4,14.3,127.7,985,55,9,30,30,1,100,80,0
2010,7,12,18,1002,CONSON,5,14.3,126.5,975,65,9,40,40,1,130,100,0
2010,7,13,0,1002,CONSON,5,14.3,124.8,975,65,9,40,40,1,130,100,0
2010,7,13,6,1002,CONSON,5,14.4,123.5,975,65,9,40,40,1,130,100,0
2010,7,13,12,1002,CONSON,5,14.5,122.3,975,65,9,40,40,1,130,100,0
2010,7,13,18,1002,CONSON,4,14.3,120.9,980,60,9,30,30,1,130,100,0
2010,7,14,0,1002,CONSON,4,14.7,119.6,985,55,9,30,30,1,130,100,0
2010,7,14,6,1002,CONSON,4,15.3,118.3,990,50,0,0,0,1,100,80,0
2010,7,14,12,1002,CONSON,3,16.0,117.7,992,45,0,0,0,1,100,80,0
2010,7,14,18,1002,CONSON,3,16.1,116.1,992,45,0,0,0,1,100,80,0
2010,7,15,0,1002,CONSON,4,16.2,115.0,990,50,0,0,0,1,120,100,0
2010,7,15,6,1002,CONSON,4,16.6,113.9,985,55,9,40,40,1,150,130,0
2010,7,15,12,1002,CONSON,5,16.7,112.9,975,65,9,50,50,1,180,150,0
2010,7,15,18,1002,CONSON,5,16.9,111.9,975,65,9,50,50,1,180,150,0
2010,7,16,0,1002,CONSON,5,17.0,111.0,975,65,9,50,50,1,180,150,0
2010,7,16,6,1002,CONSON,5,17.6,110.2,970,70,9,60,60,1,180,150,0
2010,7,16,12,1002,CONSON,5,18.0,109.5,970,65,9,50,50,2,180,150,0
2010,7,16,18,1002,CONSON,5,18.5,108.6,970,65,9,50,50,2,180,150,0
2010,7,17,0,1002,CONSON,4,19.2,108.0,980,55,9,40,40,2,160,140,0
2010,7,17,6,1002,CONSON,4,20.1,107.5,990,50,0,0,0,2,120,100,0
2010,7,17,12,1002,CONSON,3,20.6,106.9,992,45,0,0,0,2,120,100,0
2010,7,17,18,1002,CONSON,3,21.1,106.1,996,40,0,0,0,2,120,100,0
2010,7,18,0,1002,CONSON,2,21.0,105.0,1000,0,0,0,0,0,0,0,0
2010,7,17,6,1003,CHANTHU,2,15.8,123.1,1008,0,0,0,0,0,0,0,0
2010,7,17,12,1003,CHANTHU,2,15.5,122.8,1008,0,0,0,0,0,0,0,0
2010,7,17,18,1003,CHANTHU,2,15.3,122.4,1008,0,0,0,0,0,0,0,0
2010,7,18,0,1003,CHANTHU,2,15.1,122.1,1008,0,0,0,0,0,0,0,0
2010,7,18,6,1003,CHANTHU,2,15.2,121.3,1006,0,0,0,0,0,0,0,0
2010,7,18,12,1003,CHANTHU,2,14.9,119.9,1006,0,0,0,0,0,0,0,0
2010,7,18,18,1003,CHANTHU,2,14.7,118.9,1004,0,0,0,0,0,0,0,0
2010,7,19,0,1003,CHANTHU,2,14.6,117.8,1004,0,0,0,0,0,0,0,0
2010,7,19,6,1003,CHANTHU,2,15.1,117.0,1002,0,0,0,0,0,0,0,0
2010,7,19,12,1003,CHANTHU,3,15.9,116.6,1000,35,0,0,0,9,80,80,0
2010,7,19,18,1003,CHANTHU,3,16.7,116.2,1000,35,0,0,0,9,100,100,0
2010,7,20,0,1003,CHANTHU,3,17.2,115.7,998,35,0,0,0,2,120,100,0
2010,7,20,6,1003,CHANTHU,3,17.7,114.9,994,40,0,0,0,2,140,100,0
2010,7,20,12,1003,CHANTHU,3,17.9,114.2,990,45,0,0,0,2,140,100,0
2010,7,20,18,1003,CHANTHU,4,18.0,113.6,985,50,0,0,0,3,140,100,0
2010,7,21,0,1003,CHANTHU,4,18.2,113.2,985,55,9,30,30,3,120,80,0
2010,7,21,6,1003,CHANTHU,4,18.7,112.9,985,60,9,30,30,3,120,80,0
2010,7,21,12,1003,CHANTHU,5,19.2,112.4,980,65,9,50,50,2,140,80,0
2010,7,21,18,1003,CHANTHU,5,19.8,112.0,975,65,9,50,50,2,160,100,0
2010,7,22,0,1003,CHANTHU,5,20.5,111.5,970,70,9,50,50,3,160,100,0
2010,7,22,6,1003,CHANTHU,5,21.4,110.5,970,70,9,50,50,3,140,100,0
